yr,wk,pl_1,pl_2,pl_3,pl_4,pl_5,pl_6,pl_7,pl_8,pl_9,pl_10,pl_11,pl_12,pl_13,pl_14,pl_15,pl_16,pl_17,pl_18,pl_19,pl_22,pl_23,pl_24,pl_25,pl_26,pl_27,pl_28,pl_30,pl_31,n,yrwk
2016,18,63.76123074727201,,,,,,,,,69.46468718913506,65.80756443669361,67.78776857332217,,61.86265587616944,71.72162963692305,,58.80254122155423,69.25044376590843,,65.3602637614883,,,64.74666831515829,,,,,,1,1618
2016,19,63.85744977422086,,,64.29085502790531,,64.94025760394476,,,,64.67804138609627,65.11378489842718,69.20302401120315,56.89918003669273,69.34022563422759,70.2564181534441,62.42885118156212,59.97105361405586,63.75392799284867,,69.1024667886998,,,70.49067714954056,54.71073029996054,,,,51.72232906508874,1,1619
2016,20,64.7639090915133,,,64.62417670410255,,62.54953661604731,,,,66.78184073328222,67.57425799449693,69.03370713607748,60.79754534263623,69.3780507217157,71.68683105601777,,66.1877193451202,68.3184048739939,,63.14394693962671,,64.82531909491122,68.46048608120347,78.61794017893489,,,,57.90027392564101,1,1620
2016,21,58.38660749198914,,,65.42255500317044,,62.80118939926121,,,,65.33299168913156,73.10636500766034,67.59320771121897,64.72767609485606,62.57523607055634,66.04531487460079,60.10757220953911,65.287491604918,69.10594620949982,,62.11881913827335,,65.16145559173785,67.93584249563114,62.80431697773832,,,,57.6076658576761,1,1621
2016,22,62.04806826343616,,,66.167723554841,,66.15760579248528,,,,65.72475395543901,74.00675655695272,67.51345951537049,65.8272082058769,66.93980328599072,62.90687239291442,66.03679037486805,64.48687432264393,69.05482251012094,,65.52375244033585,,70.59169435134463,71.6109373217579,66.47114592615348,,,,53.02596906919869,1,1622
2016,23,70.78352349465398,,,66.74985838764417,,66.39510990297279,,,,69.94016476210318,67.45511929400045,68.40112003529275,67.74575405639831,71.65074751112873,66.93121156568633,69.02079656364867,66.4327470015358,74.63056805411171,,67.91534096066285,,83.22687084297313,71.94174988219814,60.23054001907231,,,,56.30433719547949,1,1623
2016,24,63.84753639318806,,,66.1012977066775,,66.53746656100039,,,,70.33818192974539,73.42442320622898,67.63552448173178,67.42682821919524,65.79214705385293,63.75133883112851,66.20613442640865,65.82698271586121,76.10217897920799,,66.73973628606295,,78.59308860941414,70.50976507838793,64.71043811265899,,,,65.23536999200383,1,1624
2016,25,65.33891819834035,,,,,,,,,68.14542126122863,70.671882982447,63.20275705280559,68.65559862554322,66.44785753628608,,,66.06143438660847,65.08004768249906,,66.46968553036463,,,70.79075367498946,,,,,,1,1625
2016,26,60.62747481002896,,,56.29570817828478,,60.24204537533192,,,,64.50849068070099,62.71580903630701,65.66086363903183,71.70717374512495,67.220043946787,66.67353952445542,66.96117343094573,63.36574959981677,64.69198204836222,,59.08254884689923,,72.2248739197185,67.3174703191779,65.23536999200383,,,,51.774103168257,1,1626
2016,27,56.83783780946377,,,62.02405129308826,,62.19191292086608,,,,60.07598232096922,58.86160930722499,60.30913269259718,61.75334521524459,60.28255525246158,61.08153832604579,65.79410316125806,58.11812445911129,64.47366632753302,,55.38062834775332,,66.42563469247433,60.38589677575151,56.60818997993059,,,,49.60393117916838,1,1627
2016,28,62.00491397396048,,,67.35140250527999,,58.93571983458141,,,,57.70632633957756,59.33525795563719,60.74738030491172,53.84452188139214,72.3390663029539,58.9907862113374,62.84552071664758,57.71624075742822,66.58392240318302,,55.22343505622832,,60.58875235850582,59.16876327922562,64.07174443975916,,,,48.57051594626904,1,1628
2016,29,52.11673772992051,,,62.87019418880874,,61.55075013810231,,,,55.02649055402075,52.07723830324081,59.07656065706902,53.93101572909281,60.32996112584378,60.42608514591981,62.9498191058939,62.86073488535417,65.88022109733301,,55.38187926900479,,62.19628716523814,58.00904174008303,62.00491397396048,,,,,1,1629
2016,30,50.71478630996896,,,60.39327831312936,,61.73134096089245,,,,54.52997498394623,53.40795178878999,53.86484161200092,52.74416020532978,58.59829719358978,55.35660930897471,61.85519828970958,60.32479931265314,59.35678743965592,,53.48190281537112,,62.31111108000473,54.37913437713078,54.2973586952529,,,,49.60393117916838,1,1630
2016,31,50.54661143046894,,,58.89457796193044,,58.19084599867964,,,,49.82152114470831,59.36201387783429,53.83968940722763,53.49338080049453,59.59794777183222,54.57200325904607,62.65848075251091,55.0421384414613,53.07093088534642,,54.14465670998451,,65.50205352389968,52.69405938842239,56.96745921174774,,,,55.57661009432023,1,1631
2016,32,52.80829460011397,,,60.75327267099595,,60.03463374774684,,,,52.04795173804067,56.83841135549158,54.97602546806138,47.32710639438931,56.62870858907532,51.73098397788661,62.2159267716448,59.48286821940753,51.98733856852881,,55.6250602745262,,65.54156265170076,55.37228432191463,49.68342465862218,,,,42.84388827704562,1,1632
2016,33,54.40544818966422,,,60.35596742510148,,55.64993273992031,,,,52.21681250233146,52.98322613859455,55.20822001469156,50.03033716309014,54.08778019714265,54.14424220339938,62.90233903718038,59.61771981523076,54.92366603432001,,55.03374186239933,,64.6529759843369,54.60294743283193,49.34790023235615,,,,44.73659016880266,1,1633
2016,34,55.5007745639771,,,58.04883732876413,,64.66198140183842,,,,51.19915180608164,53.79247227211202,55.30603672793376,50.15614895273004,53.52440778340213,52.50210344990516,62.99694329865573,58.24773203522037,51.61680785969391,,54.8423338778407,,71.57854427008424,53.07739776164478,52.14993328092428,,,,53.97068121646577,1,1634
2016,35,49.90158003826476,,,58.09785057365156,,60.39276984555877,,,,49.57237306224447,49.03921058374659,57.93660938243077,50.88536935601108,51.08169513130522,52.93763209267782,58.30769161071345,50.75316425811574,52.70134055462654,,54.48002501643858,,68.56947803691756,45.54573296802374,65.32809547585677,,,,55.05016660524345,1,1635
2016,36,,,,56.04461681829988,,62.79317438762784,,,,56.42296680117604,,56.72320581984549,55.88178132801323,,54.10689534685996,60.48717790755536,,50.70927181783826,,55.18254841645626,,62.02498751537456,55.64592543849491,,,,,,1,1636
2016,37,,,,,,63.22895890300892,,,,56.42296680117604,,57.49813167724602,55.36990832939914,,53.72698585688594,,,53.11850687008834,,55.32656550671235,,62.02498751537456,55.64592543849491,,,,,,1,1637
2016,38,56.45514319268162,,,56.67469158817025,,56.1231739695799,,,,51.13571677871087,51.26032026064014,53.93997723389484,45.33690547496616,50.04526081742495,49.41658856079412,59.07751910038776,51.03085286579051,47.92562926661677,,47.59330859632768,,60.50561481325524,50.55384402577972,41.06236432434278,,,,44.08387542415052,1,1638
2016,39,54.56348238128112,,,54.12458619812838,,56.15367043746812,,,,48.57636201258712,44.53952271535621,50.58009497319451,42.73781738471371,58.80291024184861,51.02335495194691,57.92416189452334,50.34347997106606,37.9326369928737,,45.30444509602707,,56.90390001348709,48.65647645689747,45.81391123294712,,,,38.9578433980865,1,1639
2016,40,41.04930551402613,,,52.82090191639521,,55.57116131651043,,,,51.43823361899589,49.22495886223633,51.98495752342959,50.64832452662708,48.47238826114585,48.9917823365163,45.66735238435406,42.93073201675232,46.92243490044542,,49.91158524990004,,59.87656948803421,47.69982693785951,44.2990422005532,,,,46.1804687032794,1,1640
2016,41,47.15253906302126,,,55.00729109431626,,55.6177366197679,,,,42.26612943415567,43.94841271595422,46.97651165916771,41.75484045254846,56.58532739259851,40.86590160032078,56.44279508178593,41.83329967212512,38.48372391939949,,39.33523664884518,,50.92679465333867,41.36625377031533,42.5886544708021,,,,44.2990422005532,1,1641
2016,42,43.64276009387833,,,44.48908528163665,,39.28190485995,,,,37.0035305295294,44.14225665865935,47.29759832029661,42.78852549407874,44.96894406137238,38.55551773116979,51.95302729118932,35.97803579719753,30.78697913551959,,36.90108482903354,,49.60124416278157,37.13189071753776,29.12790303766104,,,,40.79274735456347,1,1642
2016,43,40.02307287617547,,,42.96874063296902,,46.42847492409329,,,,34.67729973376369,42.5886544708021,40.95492876250951,37.35486801776378,38.93982731399979,35.3454824057999,42.07553815187678,34.49852050907946,34.27617010421181,,33.46217016993398,,30.78697913551959,35.42946011627255,37.11541373559862,,,,37.84232852074284,1,1643
2016,44,36.77190331555963,,,41.19781820151618,,34.42988287161283,,,,35.11444571067525,41.00829721680932,38.12037284773717,33.08002642155952,37.69707177296206,35.43942836000111,46.13433436891049,33.39153175618721,25.63018576050583,,33.04837095544293,,32.80663777344746,32.85789814496847,22.55456346924513,,,,35.88226006470816,1,1644
2016,45,45.10912693849026,,,49.12452270763617,,43.68839195003753,,,,37.76723139841732,40.49569350159921,43.91007109587056,44.90978104924188,45.62173065370038,37.38610104349721,53.82339009706224,38.38072854328784,31.26882662781711,,34.90753633351317,,45.55528202395092,35.61646554571032,32.16588312943482,,,,41.04626786238045,1,1645
2016,46,39.64135397624901,,,43.57131579285991,,41.21930551862599,,,,37.62240050745319,42.71697626750972,38.11467411826685,40.32482559652917,40.30346710839541,33.90636259580102,49.03908875510115,34.28912026410276,35.60459971896935,,35.43325718082967,,49.20995666017119,36.79237205777386,35.85492119989696,,,,36.90746749512839,1,1646
2016,47,45.73564259041373,,,43.33893544196466,,41.20103399466463,,,,37.50827060260114,42.88784417257976,36.315377866423,37.81078915326533,35.33049912125283,32.2186323220028,45.06590142679099,39.03269356837387,33.67450434128236,,34.65936665824087,,40.50708469527054,35.85998621279725,37.96684850656263,,,,34.80009666593125,1,1647
2016,48,43.05871207764979,,,43.55992459918857,,45.67299102522138,,,,38.26344423508053,40.8170513530009,38.95503455755102,40.23369604715848,36.50478965148092,34.17358101400777,51.13222059220914,,,,34.31737634191087,,33.88880117222438,38.06663757185228,,,,,38.8439704192555,1,1648
2016,49,39.08759644757559,,,43.47297864190476,,45.58182737048042,,,,36.98430263584062,41.93065800842714,39.13485428567817,40.15338926862124,42.3702383363962,34.10537027346085,51.0301602716658,,,,34.28750180925886,,33.82115885451534,37.77169757785789,,,,,38.76643754416716,1,1649
2016,50,38.98670139384993,,,45.81488073401575,,43.67436273304329,,,,36.96444692220538,41.93065800842714,39.79732878113118,41.10076066510626,42.3702383363962,35.08987862868809,46.34676210375662,,46.78119955843047,,35.39795747929806,,39.50538723342549,37.77169757785789,,,,,,1,1650
2016,51,37.3093803363732,,,,,,,,,41.05577168999726,38.97341206087277,40.95372862437178,39.87130943531783,50.72605405339411,33.80551615330117,45.39246709938719,38.30053382525292,,,33.37634030093521,,,39.45797823773459,,,,,,1,1651
2016,52,38.97313675794572,,,47.32120125442693,,41.79125907437292,,,,42.30871957753784,38.10885352398982,43.32826766109168,43.58855795227594,48.16923399305195,36.84359350094294,44.60098022322146,40.26680315865759,48.03375988335459,,35.73677662760708,,44.12382279128998,39.41223970915914,29.33061843517633,,,,38.88012211174537,1,1652
2016,53,,,,43.65487395002989,,41.88139469580992,,,,43.8087853645973,40.15907349700015,44.97361493393705,44.50750820686641,49.27413971889535,36.66493401979542,46.1275132948558,40.45546540532904,46.31022063560648,,37.99094638675871,,45.36014246370294,40.2443369226838,,,,,,1,1653
2017,1,37.43446756981032,,,43.22264747527712,,41.86825992893893,,,,40.08963223532047,40.86292890496577,44.78188552564621,44.06683980877863,48.78627694940133,36.29270550017366,46.65353170245631,40.05491624290004,45.85170359961038,,38.79989582213536,,44.91103214228013,39.84587814127109,,,,,,1,1701
2017,2,,,,51.41131311024174,,49.92538778077952,,,,47.15111146018305,39.76145890792095,47.42109734722462,49.7135148147233,48.78627694940133,42.68236438183616,45.395035746821,40.05491624290004,,,43.75067714993671,,51.37858999832443,39.84587814127109,,,,,,1,1702
2017,3,54.87250167759791,,,49.85237126770895,,51.15805541019128,,,,46.82078279895688,41.06055969374415,50.73980500851537,58.82485669353677,,42.88726766387244,49.40473287138045,,48.8462671738333,,49.56307577728717,,55.82925298889961,,,,,,44.74219367557983,1,1703
2017,4,50.08171018497686,,,48.8731081608472,46.93709374268375,50.14502460998948,40.5212320080723,,,47.67550949832943,38.32874391906411,50.49598528942095,56.21553493544121,57.74275561150303,45.29873528803638,50.28139414078586,50.04117555309048,47.24446633590737,,48.95473443916931,,57.46135816700252,45.15303394455056,55.37901707769882,,36.13143187386447,,45.16428984233059,1,1704
2017,5,52.28921392519618,,,45.3904566942171,48.12420749101643,45.82157938420426,45.10778478433669,40.60243688183597,,47.50813439046856,40.92835038699553,47.89369682958004,49.09330871020302,47.67944163033999,41.47535167994648,52.41368577076205,53.92710266801035,47.56035054753217,,45.0466662528401,,63.22679141967634,44.75404288843078,49.07213341152368,,33.54691758951527,,27.85834700554971,1,1705
2017,6,44.50760181804033,,,,,,,,,52.79444640107616,46.84506155241825,45.65894406758313,54.4185438763496,46.35042075389747,47.78695899242058,52.16285293846983,49.34323926612011,47.17495635208316,,47.04525412315508,,59.44450524731297,41.52351068147021,,,,,,1,1706
2017,7,46.58283748088972,,51.76810702434086,45.3393878513835,,50.29626868737431,42.66639408999597,42.63255872592777,,50.09244855662678,54.81328979047856,45.04457555260338,50.17784491313562,57.52790642036268,47.29666204678139,51.81040122942611,55.03789215957887,47.33074000748049,,46.06481134363975,,59.44450524731297,46.70118155634623,49.23045471922612,,37.55725411569827,30.45182766137698,45.17021103104252,1,1707
2017,8,42.8569999742468,,52.46596140824741,45.2378817591789,,50.93491118416153,40.85958564875427,41.61749780388187,,50.7453989682442,50.75304610229496,49.67331715758193,49.07738997701285,59.25418132442937,51.20841371037944,52.87762500441048,53.06580065021038,49.39493218344651,,47.9154214283239,,60.90365532275395,52.91005056164249,51.50024372546763,,37.81101934620975,36.13616882483401,44.91644580053104,1,1708
2017,9,51.9952881339696,,48.57147961211056,53.73671773766676,62.62065016002273,52.69604071227057,42.17826155292352,50.18459841107903,,51.6796558135269,51.24011244643414,50.72127610674152,53.87918478877251,59.02127331641898,43.81173380566963,57.16524514298949,56.752007233982,48.96637616574344,,49.01601663318177,,57.45500802047135,52.36150998668231,52.48266031670313,,36.2624943047904,49.42053683973361,46.3591999780127,1,1709
2017,10,53.42654137972185,,51.72025560675195,52.43293629424657,53.83284478753955,50.54413719895482,47.62234165365792,66.68655004413883,,46.88356988675751,56.47711638598187,52.3254236810852,51.89748307930352,66.23001422958728,50.66820316330752,55.80544311899786,56.72048820107737,52.07722441671398,,48.80310928311167,,57.00031450973783,50.11762186876724,51.69056057810635,,36.31277788663031,47.08783113803696,49.88764812462293,1,1710
2017,11,53.56474110033919,,46.88043728717874,54.34190242146427,50.39670575854766,47.23418520779032,45.61722019558776,43.43958476157643,,42.5942977027755,51.72591180268444,51.03255645129252,51.3441185772409,56.16602560969453,45.00069483894559,53.53589450108347,46.12156433290207,51.89559768065936,,49.76526555191683,,54.89338152488273,50.18298235509832,47.08783113803695,,36.08653004933043,48.36047522284877,51.16029220943475,1,1711
2017,12,49.97751879332817,,48.43117767200498,42.76084124967681,49.46343342968567,47.66547014764321,46.97187912142076,46.66361644309969,,44.58002295748624,46.57877350411224,49.30341021976211,50.41650244431141,46.02540900204961,41.98984787554479,54.66713368758284,46.53721986421422,53.31530285971608,,46.71518520381759,,53.84698527737078,48.04066447783217,48.44069220159142,,36.423073707314,48.16250836521137,43.77895651752625,1,1712
2017,13,48.75075274219105,,50.95666915586486,45.81518705322515,48.48773963132994,48.07397879851792,47.88676881350214,41.40335422587754,,49.07222672933121,51.08676166231229,49.88456333045196,45.45028223164932,56.94021742795505,44.41371529777256,56.81083194599919,52.88572077449944,47.31407897533683,,45.86624901021973,,45.91699858001009,49.74478877592787,49.87569298322016,,35.54919143574321,47.02419893379637,45.13644354132551,1,1713
2017,14,51.91609332646869,,45.30748555019333,47.29506489010922,44.49804492348985,42.859386761228,38.75144026479916,43.39618857300343,,49.8617764396318,42.96109657819598,49.53218169291881,49.40154418019996,55.74666634768634,42.65800439875814,52.07179379414099,51.26320924347677,50.89446230169816,,45.58541992783199,,51.12129133795214,51.28039420219154,49.61726606833215,,37.50549500694144,46.44748308204273,39.41255407509101,1,1714
2017,15,49.68123322679607,,51.25750984281997,35.76795230040517,42.65690888485656,44.79752382900668,42.08243677050041,47.8036139749491,,48.52214444748195,49.15296421339092,48.11762600660569,45.48023235926632,50.96735433719189,46.24385542482722,49.80814495102631,50.41362414403144,50.59724361433619,,44.93599484060126,,50.05818158440592,46.2441062552688,51.38565613999193,,32.88617415297916,41.95529949929043,46.53224126284939,1,1715
2017,16,46.13916273492022,,47.46458125172251,51.87200665366817,45.38800582195965,50.98204575519837,33.36081996549639,,,48.02354144834622,51.0429909233022,51.78157773578865,50.37144575505184,56.38070721524433,48.11461556125532,49.96494758551861,54.49030442213947,48.35454215019231,,48.12474949572593,,59.83927564949302,46.57230318296057,48.31216305978898,,34.58133776911211,30.51294509039304,42.20957404171037,1,1716
2017,17,47.44638825490333,,46.44748308204274,52.97365110870257,46.23558763002612,45.44648896671624,45.11254173433804,40.68392678719072,,46.49792141832658,46.36008798005545,46.21200402946771,53.9603030338393,50.46396552983052,44.30659485932971,46.1853551508494,52.71029146937779,51.01971605777911,,45.84268801550716,,50.43111757995516,44.01985342704569,42.35083767638812,,32.43413052201038,39.66682861751095,37.80214863976472,1,1717
2017,18,44.36359853938063,,42.49591924713823,51.41614508662702,46.39816807444127,46.45715258952399,49.11616949081612,38.17936072371502,,44.27178011518951,42.0059168473077,45.28039462464809,47.04243630235158,45.51681690105993,41.85872921683033,48.29571417078709,49.0908752266544,40.20923006885921,,44.23883754352013,,45.1801956900905,45.38445157584029,45.45878490621989,,32.95336982785291,44.924381118238,40.21559329564649,1,1718
2017,19,41.24750581006602,,52.36935645936244,43.98262355371971,44.53410320861781,46.72781569975801,40.86945019930003,28.50725600704055,,40.41829920249794,39.00839827085854,43.4690872784076,42.08179352186055,46.74663789697592,38.68054058591363,43.45174863318043,45.22978714585635,37.86091657427129,,41.72818228929537,,48.72701832367504,44.78620819371408,38.79790676887912,,38.68841886669789,39.0277909620198,42.50635493906939,1,1719
2017,20,42.59656824660606,,50.57452249094865,44.62743053483134,41.45995764516017,38.54400103388929,38.35847377402381,38.34904677137597,,38.28966692316678,42.22354485963447,37.70872553065694,39.64290288479076,46.46003984956966,31.74602060423594,41.98315629211477,46.81491470254264,37.01229779591356,,35.3788988934476,,47.95504004090981,38.58236202619464,35.32005655060144,,29.92130640421518,31.73129091259871,38.21471198364438,1,1720
2017,21,40.24359149351054,,44.27896811552759,40.72465143862936,41.11917149944107,37.56792533197671,35.90980983624974,35.63407000880069,,39.36006779210829,43.68942792767024,39.39496688899568,40.2636721541305,44.24563692759418,34.36156605638324,42.08240570973528,45.193004782974,42.54877645098463,,35.3271317244894,,49.35742911338048,38.66957710426281,35.96937670923072,,28.93147112619294,36.90671536625786,41.3185526054427,1,1721
2017,22,35.13591393934088,,37.64711102071116,38.36910985115954,35.86426154435806,36.89138467958708,37.47014785597616,40.72465143862936,,36.45428519786219,42.8047374089445,36.98071620881189,40.06428988184227,37.28240787027833,30.55828354848687,38.85956539496021,38.17071880983622,36.48999499758732,,33.87225667716866,,43.58432041218608,34.35346853846512,38.05531380310152,,25.66632390968847,36.93592585021391,38.17907167934525,1,1722
2017,23,35.35910002174823,,38.8537975864957,39.38229538022931,36.04553317046352,35.06115006271015,34.18488088432151,39.78610736739842,,33.74965120160289,38.13904898010426,35.44215134913362,37.35312729932611,33.30527919437561,33.76207949486153,38.95038738206812,38.85646370042329,37.4695017567967,,35.57748664764575,,37.57576806920962,34.33656845484007,34.15331270511405,,22.89684811457117,30.98725669960838,35.45610935761319,1,1723
2017,24,35.63261264223046,,34.47751469397061,40.41922273560689,42.35539065418197,36.69382066278101,34.48341837799355,40.29618566698045,,32.03714364600592,34.6853243715781,32.76345596923544,36.13180293504499,36.49691198318889,31.03570233070063,39.67232066979934,40.63063465522833,44.75554520107635,,34.83049848089947,,39.36282334355479,33.61851180096418,31.46678635377588,,25.78729181220268,31.02976322457355,38.6526000349939,1,1724
2017,25,35.53042348629378,,40.00336293944261,40.69049164947552,36.72563756990623,36.77112991794903,36.36149833937127,39.78610736739842,,35.42370584157639,38.6080693897923,36.27743007896276,35.34109671512597,39.06355427499729,33.49998961061377,42.49210700102355,41.13109522696742,45.32156729239315,,35.76732159383396,,41.14287516188188,34.63203480608065,31.88247836971731,,25.75895412889257,30.93766575381569,36.79445765794508,1,1725
2017,26,38.1108634110694,,32.45127314178036,42.0500363104484,34.31081966377642,35.24378717254058,31.29578600703217,33.99434917254391,,33.58326470348634,38.81406457133702,39.57029398439284,35.87901338877465,37.29879696167522,30.20150556671072,41.19881374492974,41.10943602346905,47.5925207617238,,34.55106635684653,,41.02896328023127,34.47572257579391,32.87262125508577,,24.9896752015509,29.59795395270913,30.76994686793081,1,1726
2017,27,37.16823745669468,,35.7025113751905,40.50363675918475,38.47001266149812,38.09541676556795,36.83021470819578,38.07206374788101,,36.63024949950719,38.14012179379288,41.46705858303442,38.72606521319297,41.67188163672404,32.35346621915478,41.16820335653278,40.99756770050994,47.28445399480559,,37.05881121706979,,41.86349775719038,35.26288371195644,35.86633021150892,,30.42872698195083,31.77178369126863,31.80800813506043,1,1727
2017,28,37.30681803971176,,34.28763355121428,39.06924122380144,38.37133427234916,38.24059408905534,38.04340657306505,38.47243917926408,,37.39039565531348,43.6745697337759,41.58984975356973,35.73892069652637,39.60906626635607,34.10396068742612,41.88218929707239,40.56028347523589,46.98223698447878,,36.20893174348883,,47.68748704088471,38.27815924919564,38.91076650399138,,30.53227241250626,31.13464945500709,32.39401217553929,1,1728
2017,29,37.78811610536255,,31.42364141828913,41.96448942660955,39.68594071401967,38.53541161572589,35.05893531200266,43.99276709681853,,37.18776871757801,42.35766743298836,40.663018779254,36.03439545391778,40.00146100457828,32.79654451160321,40.14838391562672,39.54703182637773,47.98317556293645,,36.64783880198148,,43.60452425426525,38.17411779789956,37.70543372049421,,31.84356029687379,30.21661690021964,32.90722068303941,1,1729
2017,30,38.33977889876992,,32.40816686250738,39.33876971780244,38.8025264793599,36.13663467924455,33.27766906197565,42.2092765388394,,34.97999593182461,42.99228808611955,39.95847744978472,35.8129433542039,38.48846249230663,31.17276294112895,38.82543529580671,39.42623263628855,41.08649210399112,,33.6998253429753,,43.15708981969927,37.07156191198336,32.06033857699438,,30.90628717192192,29.73427909096422,32.15944879149668,1,1730
